Assignee,Closed,Opened,Opener,Spendtime,Summary,Type
dcarroll@cloudera.com,2014/03/17 17:37:51,2014/03/17 12:02:47,,20104,Docs don't explain how to run Python examples,Bug
mengxr,2014/03/18 19:29:16,2014/03/17 11:47:41,,27695,faster construction of features with intercept,Improvement
epakhomov,2015/01/28 20:40:49,2014/03/16 05:10:25,,55824,Make RDD locally iterable,New Feature
,2014/09/15 14:47:10,2014/03/15 05:52:30,,32080,RDD.countByValue optimization,Improvement
joshrosen,2014/07/25 21:53:33,2014/03/15 04:36:33,,62220,Endless running task when using pyspark with input file containing a long line,Bug
gq,2014/03/19 10:57:45,2014/03/15 03:58:22,,25163,Master web UI and Worker web UI returns a 404 error,Bug
rxin,2014/03/16 09:58:13,2014/03/15 01:10:45,,31648,Allow user to pass Serializer object instead of class name for shuffle.,Improvement
srowen,2015/01/15 09:08:42,2014/03/14 14:33:30,,66912,"Consolidate, order, and harmonize repository declarations in Maven/SBT builds",Improvement
sandyr,2014/04/07 18:30:05,2014/03/14 14:09:52,,15613,"On YARN, use container-log4j.properties for executors",Bug
marmbrus,2014/03/26 13:33:21,2014/03/14 12:57:00,,2181,Support for optimizing and executing structured queries,Improvement
sumedh,2014/05/25 20:57:24,2014/03/14 11:13:51,,35013,Misleading comments in Spark startup scripts,Bug
,2014/03/14 08:16:39,2014/03/14 07:16:48,,3591,Cannot create graphx.Graph with no edges,Bug
srowen,2015/01/15 09:08:42,2014/03/14 05:03:46,,14696,Spark build error with Apache Hadoop(Cloudera CDH4),Bug
prashant,2015/03/02 15:59:44,2014/03/14 04:45:20,,40464,Support some of the RDD double functions on float and int as well.,New Feature
,2014/03/18 00:49:10,2014/03/14 04:43:25,,72345,Add min max to the stat counter.,New Feature
,2014/11/12 16:42:29,2014/03/14 03:04:13,,49096,Can't read EMR HBase cluster from properly built Cloudera Spark Cluster.,Bug
andrewor14,2014/03/30 04:15:14,2014/03/13 21:56:03,,22751,Log an exception if map output status message exceeds frame size,Bug
,2014/10/13 17:55:17,2014/03/13 20:33:54,,76883,spark compilation error,Bug
holdenkarau,2014/04/25 06:08:36,2014/03/13 19:24:38,,38638,Add aggregate to python API,Improvement
mengxr,2014/09/26 00:43:51,2014/03/13 12:05:59,,45472,Support sliding in RDD,New Feature
CodingCat,2014/03/16 22:38:01,2014/03/13 03:04:18,,70423,takeSample called on empty RDD never ends,Bug
mengxr,2014/03/18 19:21:29,2014/03/12 18:02:35,,4734,User should be able to set a random seed in ALS,Improvement
mengxr,2014/03/18 19:21:18,2014/03/12 18:01:11,,4807,Implicit ALS is not efficient in computing YtY,Improvement
andrewor14,2014/11/05 10:45:22,2014/03/12 16:30:49,,65673,Update Jetty to 9,Dependency upgrade
CodingCat,2014/04/25 23:06:13,2014/03/12 13:05:56,,36017,DAGScheduler ignores exceptions thrown in handleTaskCompletion,Bug
,2014/10/13 17:58:57,2014/03/12 10:03:51,,28506,clean up typos and grammar issues in Spark on YARN page,Bug
tgraves,2014/03/20 12:17:19,2014/03/12 09:05:08,,11531,spark on hadoop 0.23 yarn fails to run: java.lang.NoSuchFieldException: DEFAULT_MAPREDUCE_APPLICATION_CLASSPATH,Bug
tgraves,2014/03/31 14:29:57,2014/03/12 08:17:49,,22328,maven hadoop 0.23 yarn-alpha build broken,Bug
,2014/11/14 10:46:45,2014/03/12 06:07:34,,16751,DEAD worker should recover automaticly,Bug
,2014/05/15 18:31:17,2014/03/10 22:46:26,,71091,Enable SparkContext.addJars() to load classes not in CLASSPATH,Bug
,2014/11/08 11:55:30,2013/11/21 11:43:58,,692,train on array (in addition to RDD),Story
mengxr,2014/06/05 08:53:20,2013/11/21 17:41:33,,54707,confusion matrix,Story
mengxr,2014/04/01 05:33:08,2013/09/27 11:38:42,,64466,Import breeze to Spark mllib,Improvement
schmit,2014/04/11 19:08:13,2014/02/10 18:18:32,,2981,ROC AUC and Average Precision for Binary classification models,Improvement
jaggi,2014/03/19 05:51:38,2014/02/06 03:11:12,,9626,Improving Documentation for MLlib,Improvement
shivaram,2014/04/07 17:49:49,2013/07/16 19:33:06,,80203,Linear Regression (+ regularized variants),New Feature
shivaram,2014/04/07 17:49:35,2013/07/16 19:32:29,,80226,Logistic Regression (+ regularized variants),New Feature
shivaram,2014/04/07 17:49:10,2013/07/16 19:31:32,,80258,SVMs (+ regularized variants),New Feature
rezazadeh,2014/03/20 21:58:35,2014/02/08 18:12:35,,13560,Principal Component Analysis,New Feature
,2014/04/07 17:49:20,2013/07/16 19:20:09,,80951,Minibatch SGD with disjoint partitions,New Feature
shivaram,2014/04/07 17:47:37,2013/07/16 19:17:23,,81014,Minibatch SGD with random sampling,New Feature
,2014/04/07 17:46:33,2013/08/25 18:21:22,,84311,Add proximal gradient updater.,Bug
sandyr,2015/02/26 11:23:24,2014/03/09 23:38:11,,42313,Add a OneHotEncoder for handling categorical features,Improvement
josephkb,2014/08/27 08:57:00,2014/01/17 05:24:22,,12758,Clustering: Index out of bounds error,Bug
mengxr,2014/04/07 17:45:23,2013/08/25 18:25:21,,84002,0-1 labels ,Bug
,2014/04/01 06:34:13,2014/01/05 03:02:00,,12733,loss function error of logistic loss,Bug
mengxr,2014/04/03 07:22:23,2014/02/05 15:30:41,,57102,Support sparse data in MLlib,Improvement
sandyr,2014/04/04 20:50:50,2014/03/10 16:18:35,,16335,"In ApplicationMaster, set spark.master system property to ""yarn-cluster""",Bug
ueshin,2014/03/28 10:32:05,2014/03/10 01:34:36,,32249,Prevent ContextClassLoader of Actor from becoming ClassLoader of Executor,Bug
srowen,2015/01/15 09:08:41,2014/03/09 22:19:12,,38969,"SparkHadoop{MapRed,MapReduce}Util should not use package org.apache.hadoop",Bug
,2014/09/29 07:52:45,2014/03/08 23:28:53,,30232,after some hours of working the :4040 monitoring UI stops working.,Bug
,2014/07/27 01:31:02,2014/03/08 14:10:14,,40848,Make python support for histograms,Improvement
,2014/11/14 10:27:32,2014/03/08 14:09:25,,73087,Add python support for  average and other summary satistics,Improvement
pwendell,2014/03/30 04:15:33,2014/03/08 12:01:56,,58417,Clean up callSite/origin/generator,Improvement
,2015/01/11 07:29:03,2014/03/07 12:03:05,,69958,EC2 scripts upload private key,Improvement
tgraves,2014/03/19 13:38:07,2014/03/07 11:31:02,,7625,spark-shell on yarn-client race in properly getting hdfs delegation tokens,Bug
nsundeepreddy,2014/04/21 17:55:38,2014/03/06 21:24:39,,73859,"Add a ""cancel"" button in the UI for stages",New Feature
andrewor14,2014/09/16 17:43:14,2014/03/06 14:49:28,,10426,Do not materialize partitions whenever possible in BlockManager,New Feature
prashant_,2015/01/08 17:04:49,2014/03/06 12:51:03,,15226,Type mismatch in Spark shell when using case class defined in shell,Bug
tgraves,2014/04/05 00:17:11,2014/03/06 12:45:14,,41517,Allow pipes tasks to run in different sub-directories,Improvement
sandyr,2014/04/04 20:50:47,2014/03/06 12:31:52,,29935,Rename yarn-standalone and fix up docs for running on YARN,Bug
,2014/11/08 10:14:39,2014/03/06 12:05:59,,79720,val variables not available within RDD map on cluster app; are on shell or local,Bug
tgraves,2014/03/07 10:38:34,2014/03/06 09:07:47,,5447,set map_input_file environment variable in PipedRDD,Improvement
liancheng,2014/03/07 23:28:59,2014/03/06 07:45:12,,56627,The same-RDD rule for cache replacement is not properly implemented,Bug
sandyr,2014/04/04 20:50:55,2014/03/05 18:01:30,,10165,Inconsistent indendation between pom.xmls,Bug
CodingCat,2015/02/12 20:37:28,2014/03/05 16:22:48,,15280,Around 30 parameters in Spark are used but undocumented and some are having confusing name,Improvement
pwendell,2014/10/06 04:29:40,2014/03/05 11:09:16,,62424,Do not initialize log4j if slf4j log4j backend is not being used,Bug
tgraves,2014/03/06 17:09:24,2014/03/05 06:01:26,,40078,Support authentication between Spark components,Improvement
darabos,2014/05/29 08:20:34,2014/03/05 00:13:56,,29198,GraphX triplets not working properly,Bug
prabinb,2014/03/06 12:46:33,2014/03/04 21:47:42,,53931,Missing Pyspark methods,Improvement
,2014/04/19 07:15:20,2014/03/04 15:59:00,,54980,Enrich the Spark Shell to support additional arguments.,Improvement
sandy,2014/11/06 17:42:54,2014/03/04 14:42:07,,10847,"In Spark Programming Guide, ""Master URLs"" should mention yarn-client",Bug
mgrover,2014/04/18 21:07:05,2014/03/04 14:30:28,,23797,Update the distribution tar.gz to include spark-assembly jar,Bug
sandyr,2014/04/04 20:50:07,2014/03/04 12:13:58,,30969,"Inconsistent meaning of ""worker"" in docs",Bug
boyork,2015/02/26 00:26:14,2014/03/04 10:55:27,,48647,Sort the configuration parameters in configuration.md,Task
,2015/01/15 09:07:31,2014/03/04 10:36:27,,81064,'mvn test' fails out of the box since sbt assembly does not necessarily exist,Bug
prashant_,2015/02/01 21:39:22,2014/03/04 06:15:06,,55456,Allow to provide a custom persistence engine,Improvement
,2014/03/05 01:22:14,2014/03/04 05:14:57,,72437,Allow SPARK_YARN_APP_JAR to be set in system properties,Improvement
CodingCat,2014/03/04 11:20:08,2014/03/04 05:08:11,,22317,missing document about spark.scheduler.revive.interval,Improvement
,2014/09/21 14:03:42,2014/03/04 02:55:52,,40070,Allow SPARK_JAR to be set in system properties,Improvement
,2014/09/21 14:13:43,2014/03/04 02:34:12,,41971,Adding port configuration for HttpBroadcast,New Feature
CodingCat,2014/05/04 08:12:00,2014/03/03 22:27:35,,35065,"on shutting down a long running job, the cluster does not accept new jobs and gets hung",Bug
epahomov,2014/09/02 01:18:36,2014/03/03 04:15:29,,75787,Adding port configuration for HttpFileServer,Improvement
kimballa,2014/03/02 23:30:57,2014/03/02 23:12:32,,1105,Improve scala streaming docs,Improvement
andrewor14,2014/09/16 16:13:50,2014/03/02 22:10:09,,65021,Improve naming of the BlockManager classes,Improvement
CodingCat,2014/03/05 14:03:31,2014/03/02 20:32:49,,63042,"when executor is removed, we should reduce totalCores instead of just freeCores on that executor ",Bug
joshrosen,2014/08/14 06:45:14,2014/03/02 20:19:09,,37565,Add histogram() to PySpark,Improvement
prashant,2014/03/16 22:30:29,2014/03/02 20:18:06,,7943,Add foldByKey to PySpark,Improvement
patrick,2014/03/30 04:13:39,2014/03/02 20:16:28,,28631,Remove metrics-ganglia from default build due to LGPL issue,Bug
CodingCat,2014/07/22 20:30:59,2014/03/02 18:55:17,,5742,leftover vpc_id may block the creation of new ec2 cluster,Bug
prashant,2014/03/11 23:56:20,2014/03/02 17:55:25,,21655,Add RDD.intersection() to Java and Python,New Feature
prashant,2014/03/11 23:56:47,2014/03/02 17:54:24,,21743,Deprecate RDD.reduceByKeyToDriver,Improvement
prashant,2014/03/16 22:30:17,2014/03/02 17:51:04,,16753,Miscellaneous missing PySpark methods,New Feature
prashant_,2014/04/03 22:45:07,2014/03/02 17:48:33,,17794,Add top() and takeOrdered() to PySpark,New Feature
kzhang,2014/06/04 01:18:59,2014/03/02 17:45:12,,27227,Add saveAsObjectFile and SparkContext.objectFile in Python,New Feature
CodingCat,2014/03/12 19:50:01,2014/03/02 17:42:41,,7640,Deprecate RDD.toArray,Improvement
rxin,2014/12/19 16:16:31,2014/03/02 16:25:45,,85846,Fix flaky RateLimitedOutputStreamSuite,Bug
dbtsai,2014/04/15 18:14:01,2014/03/01 23:37:59,,66962,L-BFGS Optimizer,New Feature
CodingCat,2014/03/07 07:23:20,2014/03/01 21:14:24,,36536,Allow spark-ec2 to login to a cluster with 0 slaves,Bug
mkim,2014/07/24 18:55:15,2014/02/28 11:40:28,,26087,Spark fills up disk with app-* folders,Improvement
,2014/03/28 10:31:21,2014/02/28 10:50:16,,85265,ArrayStoreException on mapping RDD on cluster,Bug
tgraves,2014/02/28 18:28:54,2014/02/28 09:04:11,,33883,dev merge_spark_pr.py still references incubator-spark,Bug
CodingCat,2014/03/01 17:27:31,2014/02/28 07:56:02,,34289,repo location in create_release script out of date,Bug
,2014/10/13 18:05:14,2014/02/27 21:00:03,,75911,Bad partitioners can cause Spark to hang,Bug
,2014/12/16 22:10:05,2014/02/27 17:23:27,,17198,Suggestions for exception handling (avoid potential bugs),Improvement
andyk,2014/03/04 14:08:23,2014/02/27 01:56:04,,43939,spark-project.org still goes to http://spark.incubator.apache.org/,Task
,2014/12/10 15:50:02,2014/02/27 00:43:16,,54406,Vagrant to setup Spark cluster locally,Improvement
pwendell,2014/05/18 01:33:06,2014/02/27 00:20:03,,4383,Memory mapping with many small blocks can cause JVM allocation failures,Bug
prashant,2014/03/30 04:13:47,2014/02/21 09:48:07,,66340,Run Apache RAT In SBT Build to Catch License Errors,Improvement
kayousterhout,2015/01/09 17:47:33,2014/02/26 17:15:59,,1894,ClusterSchedulerSuite (soon to be TaskSchedulerImplSuite) does not actually test the ClusterScheduler/TaskSchedulerImpl,Bug
sandyr,2015/02/09 18:45:58,2014/02/26 17:09:55,,5763,"Allow adding jars on app submission, outside of code",Improvement
qqsun8819,2014/11/06 07:46:00,2014/02/26 16:12:11,,56029,Parallelize Task Serialization,Improvement
kayousterhout,2014/02/26 22:53:27,2014/02/26 16:00:20,,24787,Remove references to ClusterScheduler,Improvement
CodingCat,2014/02/28 15:39:02,2014/02/26 05:13:01,,37561,APIs like saveAsNewAPIHadoopFile are actually a mixture of old and new Hadoop API,Improvement
,2014/10/13 13:01:25,2014/02/26 03:13:25,,35280,Spark 0.9.0 does not work with Hadoop / HDFS,Bug
ilikerps,2014/04/15 03:33:05,2014/02/25 21:47:12,,20753,ZK Persistence Engine crashes if stored data has wrong serialVersionUID,Bug
ilikerps,2014/04/15 03:32:48,2014/02/25 21:42:53,,20995,Fix FaultToleranceTest for Docker 0.8.1,Bug
matei,2014/03/21 00:12:30,2014/02/25 17:22:30,,24600,Anchors broken in latest docs due to bad JavaScript code,Bug
dcarroll@cloudera.com,2014/04/03 22:50:12,2014/02/25 07:39:34,,54638,ipython won't run standalone python script,Bug
yinxusen,2014/04/04 18:13:37,2014/02/25 06:16:09,,43048,"Add a new small files input for MLlib, which will return an RDD[(fileName, content)]",Improvement
andrewor14,2014/04/11 23:20:58,2014/02/24 20:46:18,,9280,Persisting Web UI through refactoring the SparkListener interface,Improvement
kasha,2014/09/12 21:53:39,2014/02/24 20:30:38,,4981,Better document the --args option for yarn-standalone mode,Improvement
rxin,2014/03/18 10:01:07,2014/02/24 18:44:39,,54988,Clean up project documentation navigation menu,Task
mengxr,2014/03/18 19:30:08,2014/02/24 18:10:17,,4791,use a predefined seed when seed is zero in XORShiftRandom,Bug
CodingCat,2014/03/24 21:56:02,2014/02/24 11:55:59,,36003,hadoop task properties not set while using InputFormat,Bug
haosdent,2014/12/10 15:52:27,2014/02/24 01:50:42,,50505,Add saveAsHBase to PairRDDFunctions,Improvement
sandyr,2014/03/30 05:40:55,2014/02/24 00:42:15,,17920,spark-submit script for running compiled binaries,Bug
,2014/08/20 08:21:49,2014/02/24 00:17:02,,29087,The maven build error for Spark Examples,Bug
matei,2014/02/26 09:56:06,2014/02/23 19:51:11,,50695,Infinite NullPointerException failures due to a null in map output locations,Bug
,2014/02/23 10:20:07,2014/02/23 00:37:14,,34973,saveAsNewAPIHadoopFile throws java.lang.InstantiationException all the time,Bug
,2015/03/01 10:58:18,2014/02/22 21:30:54,,48444,Collect the RDD and send to each partition to form a new RDD,New Feature
prashant,2014/04/08 04:58:10,2014/02/22 21:01:15,,28615,Only add avro if the build is for Hadoop 0.23.X and SPARK_YARN is set,Improvement
srowen,2015/01/15 09:08:40,2014/02/22 19:50:20,,47900,Send all dependency logging through slf4j,Improvement
pwendell,2014/04/23 17:21:30,2014/02/21 22:37:15,,67455,Make examples and assembly jar naming consistent between maven/sbt,Bug
kzhang,2014/06/05 21:33:01,2014/02/21 19:12:03,,8458,Executor state shows as KILLED even the application is finished normally,Bug
mengxr,2014/02/21 22:45:26,2014/02/21 14:23:21,,30125,Update accumulator docs,Improvement
,2014/02/22 23:04:37,2014/02/21 02:07:07,,75450,The spark-shell will fail to start when Spark is deployed using the tar.gz file built by ./make-distribution.,Bug
bouk,2014/02/26 14:58:34,2014/02/21 01:36:30,,48124,Better error message when python worker process dies,Bug
ahirreddy,2014/02/20 21:22:02,2014/02/20 18:04:15,,11867,Patch to allow PySpark to use existing JVM and Gateway,Improvement
andrewor14,2014/03/09 17:43:00,2014/02/20 15:53:19,,6581,External Spilling Bug - hash collision causes NoSuchElementException,Bug
mengxr,2014/12/01 08:29:53,2014/02/20 08:34:26,,86127,"When spark.akka.frameSize > 10, task results bigger than 10MiB block execution",Bug
patrick,2014/03/30 04:13:36,2014/02/19 22:26:27,,20829,URL Validation Throws Error for HDFS URL's,Bug
patrick,2014/05/15 18:20:03,2014/02/19 15:31:12,,10131,Clean up and clarify use of SPARK_HOME,Improvement
prashant,2014/03/04 15:34:35,2014/02/19 09:48:29,,20766,wrong API docs for pyspark map function,Bug
xoltar,2014/03/09 17:52:46,2014/02/18 23:31:06,,66100,saveAsNewAPIHadoopFile throws NPE with TableOutputFormat,Bug
mengxr,2014/02/18 18:54:10,2014/02/18 18:02:55,,3075,check key name and identity file before launch a cluster,Improvement
CodingCat,2014/02/20 11:13:06,2014/02/18 16:24:11,,67735,config.yml has an error version number,Bug
CodingCat,2014/04/24 22:57:12,2014/02/18 15:56:09,,25263,Worker should not block while killing executors,Bug
tdas,2014/05/27 18:45:07,2014/02/18 15:52:59,,10328,Garbage collect RDD information inside of Spark,Improvement
CodingCat,2014/03/18 11:06:55,2014/02/18 13:50:27,,76588,Create a saveAsNewAPIHadoopDataset method,Improvement
sandyr,2014/05/07 01:15:39,2014/02/18 13:30:25,,42314,Umbrella for hardening Spark on YARN,Improvement
pwendell,2014/04/29 18:50:44,2014/02/18 09:45:05,,32739,saveAsTextFile shouldn't clobber by default,Improvement
ilikerps,2014/04/07 23:54:21,2014/02/16 19:25:54,,16107,Allow inferring number of cores with local[*],Improvement
ilikerps,2014/02/21 11:00:54,2014/02/16 16:21:00,,67194,Cleanup and document ClassTag stuff in Java API,Improvement
colorant,2014/10/06 23:06:02,2014/02/16 14:31:49,,30853,ConcurrentModificationException,Bug
prashant,2014/03/30 04:15:20,2014/02/14 17:51:40,,37420,Add Scalastyle Plug-in For Spaces after Comments,New Feature
prashant,2014/05/15 18:19:20,2014/02/14 15:53:10,,8770,Ensure all public methods return explicit types,Sub-task
prashant,2014/03/26 06:00:44,2014/02/14 15:46:00,,51284,Enforce Binary Compatibility in Spark Build,Sub-task
,2014/05/19 19:08:12,2014/02/14 15:44:46,,12206,API Stability in Spark 1.X (Umbrella),New Feature
,2014/02/14 15:57:50,2014/02/14 15:32:37,,1513,SparkContext should not read SPARK_MEM to set memory usage of executors,Bug
